order_id,order_date,Year,customer_id,product_id,quantity,unit_price,discount,sales_amount
14,2022-03-16,2022,121,12,4,778,0,3112
15,2022-08-02,2022,277,16,3,452,0.1,1220.4
18,2022-09-17,2022,278,3,4,45,0.15,153
29,2022-09-02,2022,109,16,3,452,0.15,1152.6
30,2022-10-14,2022,195,4,4,779,0.1,2804.4
47,2022-08-13,2022,126,7,4,248,0.1,892.8
49,2022-10-09,2022,15,7,4,248,0.15,843.2
76,2022-06-04,2022,292,10,5,124,0.15,527
91,2022-01-08,2022,296,4,2,779,0,1558
95,2022-09-27,2022,165,5,3,301,0.15,767.55
96,2022-09-12,2022,211,4,1,779,0.05,740.05
108,2022-04-10,2022,261,3,2,45,0.15,76.5
113,2022-05-07,2022,297,5,1,301,0.1,270.9
115,2022-09-23,2022,283,8,4,162,0.1,583.2
118,2022-07-27,2022,243,16,4,452,0,1808
125,2022-07-21,2022,250,6,5,270,0.15,1147.5
137,2022-05-10,2022,218,16,4,452,0.1,1627.2
138,2022-05-22,2022,102,16,3,452,0.15,1152.6
140,2022-04-26,2022,152,10,4,124,0.1,446.4
141,2022-01-29,2022,5,10,1,124,0.15,105.4
150,2022-10-19,2022,59,1,4,674,0.1,2426.4
188,2022-07-04,2022,131,4,3,779,0.15,1986.45
194,2022-12-11,2022,54,12,5,778,0.1,3501
196,2022-12-05,2022,285,7,2,248,0,496
197,2022-02-15,2022,294,3,3,45,0,135
199,2022-01-24,2022,159,7,1,248,0.05,235.6
204,2022-06-30,2022,167,4,2,779,0.1,1402.2
212,2022-05-19,2022,109,5,1,301,0.05,285.95
213,2022-03-31,2022,168,11,2,712,0.1,1281.6
219,2022-03-31,2022,59,8,4,162,0.15,550.8
220,2022-08-23,2022,88,1,4,674,0,2696
224,2022-10-22,2022,114,4,4,779,0.1,2804.4
226,2022-12-02,2022,180,16,1,452,0.05,429.4
230,2022-08-16,2022,162,15,5,624,0.15,2652
232,2022-01-30,2022,29,6,4,270,0.1,972
233,2022-06-25,2022,237,15,3,624,0,1872
237,2022-08-09,2022,244,11,5,712,0.05,3382
243,2022-10-02,2022,34,11,5,712,0,3560
245,2022-09-27,2022,42,7,3,248,0.05,706.8
246,2022-12-03,2022,159,2,5,134,0.05,636.5
248,2022-09-07,2022,66,10,5,124,0.15,527
251,2022-10-31,2022,249,8,2,162,0.05,307.8
254,2022-10-11,2022,68,15,5,624,0,3120
259,2022-06-21,2022,241,8,5,162,0.05,769.5
267,2022-12-02,2022,14,16,2,452,0.15,768.4
280,2022-12-16,2022,124,4,4,779,0,3116
286,2022-09-23,2022,69,7,2,248,0,496
287,2022-10-18,2022,90,14,1,109,0.1,98.1
300,2022-06-09,2022,229,14,3,109,0.1,294.3
303,2022-01-29,2022,30,10,5,124,0.15,527
314,2022-03-15,2022,252,15,4,624,0.05,2371.2
318,2022-05-13,2022,81,13,5,578,0.1,2601
330,2022-11-18,2022,266,13,3,578,0.05,1647.3
342,2022-07-04,2022,164,16,5,452,0.05,2147
344,2022-07-31,2022,124,15,5,624,0,3120
