order_id,order_date,Year,customer_id,product_id,quantity,unit_price,discount,sales_amount
8,2019-07-25,,286,2,5,134,0.15,569.5
19,2019-09-13,,106,13,4,578,0.15,1965.2
20,2019-03-22,,295,5,4,301,0.15,1023.4
21,2019-01-25,,181,10,4,124,0.15,421.6
27,2019-12-10,,220,5,4,301,0,1204
32,2019-08-02,,180,1,4,674,0,2696
33,2019-06-14,,16,1,2,674,0,1348
34,2019-03-25,,79,15,2,624,0.05,1185.6
38,2019-04-16,,160,11,3,712,0,2136
41,2019-06-18,,178,15,5,624,0,3120
43,2019-02-21,,216,11,5,712,0.1,3204
52,2019-02-11,,265,6,3,270,0.1,729
66,2019-08-12,,284,15,3,624,0,1872
71,2019-10-31,,296,5,4,301,0.15,1023.4
78,2019-11-29,,81,13,2,578,0.1,1040.4
79,2019-11-04,,81,11,2,712,0.05,1352.8
82,2019-10-19,,120,5,3,301,0.15,767.55
85,2019-09-02,,85,5,2,301,0,602
90,2019-04-16,,47,12,5,778,0.1,3501
98,2019-12-27,,162,15,1,624,0.15,530.4
111,2019-10-13,,142,11,2,712,0.05,1352.8
124,2019-11-25,,169,14,3,109,0.15,277.95
126,2019-10-08,,121,8,5,162,0,810
129,2019-07-08,,167,10,3,124,0,372
158,2019-06-02,,156,6,2,270,0,540
165,2019-09-06,,204,4,3,779,0.1,2103.3
167,2019-03-29,,26,14,1,109,0.05,103.55
174,2019-03-06,,90,12,5,778,0.1,3501
176,2019-09-18,,244,9,5,774,0,3870
178,2019-06-27,,267,11,4,712,0.05,2705.6
179,2019-05-08,,32,13,3,578,0.15,1473.9
181,2019-10-29,,42,7,4,248,0.15,843.2
182,2019-09-27,,65,3,3,45,0.05,128.25
193,2019-07-30,,148,6,3,270,0.15,688.5
198,2019-04-18,,137,16,2,452,0.15,768.4
200,2019-01-26,,93,16,3,452,0.1,1220.4
201,2019-10-13,,73,1,2,674,0.15,1145.8
205,2019-08-04,,80,16,5,452,0,2260
206,2019-12-01,,140,10,2,124,0,248
216,2019-10-23,,204,13,2,578,0.1,1040.4
217,2019-03-18,,236,10,1,124,0.15,105.4
225,2019-11-09,,262,7,3,248,0.05,706.8
231,2019-10-07,,241,11,2,712,0.15,1210.4
234,2019-08-22,,189,8,4,162,0,648
236,2019-06-18,,231,12,4,778,0.15,2645.2
238,2019-09-11,,231,10,5,124,0.05,589
239,2019-12-12,,259,8,1,162,0.1,145.8
247,2019-12-14,,159,8,4,162,0.05,615.6
270,2019-04-26,,164,14,3,109,0.05,310.65
273,2019-01-22,,41,15,4,624,0.15,2121.6
278,2019-03-09,,264,15,1,624,0.15,530.4
282,2019-10-05,,270,16,5,452,0.1,2034
